DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G000378245	5925983
G000378345	3351270
G000378385	7464058
G000378405	3964271
G000378425	4476185
G000378465	4304237
G000378485	4489248
G000378505	4533090
G000378625	5484375
G000378725	1849203
G000378745	2391937
G000378765	3001811
G000378865	944397
G000378885	1286658
G000378905	833294
G000378925	753259
G000378965	3746647
G000379025	3459766
G000379125	4824446
G000379145	9484767
G000379165	5387817
G000379185	2657104
G000379225	2446432
G000379345	990274
G000379365	2772066
G000379425	2944170
G000379445	2946743
G000379465	8536451
G000379485	4175892
G000379505	5563209
G000379525	6908745
G000379605	6810126
G000379625	5861079
G000379645	10988507
G000379665	4770838
G000379685	7688589
G000379705	1843677
G000379725	4425125
G000379765	9536821
G000379805	7298817
G000379825	6821241
G000379845	2427214
G000379865	5082325
G000379885	8996452
G000379905	2257166
G000379925	2516477
G000379945	2214526
G000379965	2650108
G000379985	2122044
G000380005	1877438
G000380025	2036468
G000380045	1505444
G000380065	1864153
G000380085	2357340
G000380105	2416134
G000380125	2358538
G000380165	6429887
G000380185	3787626
G000380225	5632035
G000380245	5451072
G000380485	4225368
G000380505	4766107
G000380565	4835674
G000380645	5320466
G000380705	1413297
G000380725	2094346
G000380785	2924052
G000380965	5675308
G000380985	4776693
G000381005	2688760
G000381025	7104952
G000381065	4134382
G000381085	2552883
G000381125	3532116
G000381265	6832523
G000381345	4452642
G000381365	5315450
G000381525	2106935
G000381545	5193701
G000381585	6250814
G000381605	6009926
G000381625	6692160
G000381665	5147360
G000381725	1941804
G000381745	5204311
G000381765	2847348
G000381785	3799525
G000381825	2659308
G000381885	6710579
G000381905	6309271
G000381925	9143142
G000381965	3282720
G000381985	4290651
G000382005	5277109
G000382085	2664035
G000382125	3906474
G000382145	3176011
G000382165	4000424
G000382185	4079718
G000382225	4253037
G000382245	3750691
G000382265	3721596
G000382305	2581302
G000382325	3105947
G000382345	6594487
G000382385	3314235
G000382425	3792478
G000382485	3185459
G000382645	621089
G000382665	1231056
G000382685	1147554
G000382705	5087183
G000383095	3910956
G000383135	1742668
G000383155	1967776
G000383295	3174421
G000383315	4090615
G000383375	987278
G000383395	847628
G000383415	4651795
G000383435	2631123
G000383535	5711547
G000383675	4938734
G000383715	3949105
G000383735	2433107
G000383755	1693616
G000383795	4030889
G000383815	966562
G000383835	842801
G000383855	4988792
G000383875	3059517
G000383895	6272951
G000383915	8704271
G000383955	6546036
G000383975	4934841
G000384035	4233350
G000384075	4687143
G000384115	5500153
G000384135	2085243
G000384175	7458334
G000384195	2052877
G000384235	2356686
G000384315	9111009
G000384335	4108307
G000384355	2747525
G000384375	2604277
G000384395	4241730
G000384415	2383924
G000384475	4453493
G000384495	629035
G000384535	822296
G000384615	2161697
G000384635	1744268
G000384815	3545807
G000384935	1311157
G000384955	957144
G000384965	1624667
G000384995	1459518
G000385035	436570
G000385055	1309253
G000385115	1020980
G000385135	6253582
G000385175	2639352
G000385215	2765337
G000385295	1203363
G000385335	4235448
G000385395	1623938
G000385415	2024128
G000385435	1680471
G000385565	2076931
G000385635	1074689
G000385925	2142100
G000387765	2788198
G000388115	4236171
G000388175	1402636
G000389635	5044100
G000389715	4383575
G000389735	1506462
G000389965	9228054
G000389985	4219246
G000390185	5392044
G000390265	1869612
G000392435	1013781
G000393955	2598724
G000397065	4020008
G000397165	2064620
G000397205	6867980
G000397765	1013888
G000397885	1947828
G000398025	553464
G000398305	964336
G000398345	979257
G000398765	1149914
G000398925	3325721
G000399765	1309304
G000399825	940474
G000400505	4631867
G000400735	4078922
G000400795	4867258
G000400935	1123322
G000400955	1107344
G000401015	1629655
G000401175	2839759
G000401215	3983371
G000401255	4965572
G000401515	2805478
G000402075	1104438
G000402095	833677
G000402115	2244175
G000402235	939094
G000402275	1200286
G000402295	2305959
G000402355	1098042
G000402415	1109160
G000402455	948616
G000402755	922550
G000402795	824595
G000402835	967373
G000402875	485374
G000403035	2290285
G000403075	1914298
G000403135	4687695
G000403215	6961896
G000403255	5083159
G000403275	4283535
G000403295	5799088
G000403315	5238929
G000403335	4967607
G000403355	2955616
G000403375	4781233
G000403395	3620383
G000403415	2407520
G000403435	4467686
G000403455	6145811
G000403475	4455623
G000403495	4571652
G000403645	3255260
G000403845	3996868
G000403885	956973
G000403925	748241
G000404025	2378643
G000404125	4717274
G000404165	1998189
G000404225	1931651
G000404345	1263620
G000404425	1341701
G000404445	2383729
G000404605	1075074
G000404665	1075924
G000404685	1477701
G000404705	1313942
G000404745	897531
G000404925	946557
G000405125	1400936
G000405145	1781666
G000405325	975853
G000405625	1387242
G000405685	1085321
G000405805	1265631
G000405885	1110690
G000405945	2037078
G000406005	5441554
G000406785	1766700
G000406905	1097013
G000406925	2583038
G000406945	2822228
G000407165	3581919
G000407245	4614282
G000407285	2604038
G000407365	2572706
G000407485	5437454
G000407505	3910972
G000407545	4179913
G000407605	2301651
G000409565	3751461
G000409775	5070590
G000409815	2892319
G000410175	3086694
G000410215	2954364
G000410435	2981014
G000410475	3013500
G000410635	5243763
G000410815	5171533
G000410875	4642307
G000411115	2746278
G000411135	2092357
G000411155	1906711
G000411295	3522309
G000411355	2792342
G000411375	2722973
G000411515	2988328
G000411555	1665560
G000411915	3127363
G000412185	3323095
G000412695	6484828
G000412995	2693493
G000413015	2742149
G000413035	2727508
G000413055	2530388
G000413315	2711056
G000413415	4040949
G000414175	4734285
G000414195	3151479
G000414445	1573879
G000414465	1572875
G000414525	1665594
G000415005	2904787
G000415085	2656402
G000415145	4190056
G000415185	2933038
G000415565	1180598
G000415685	1176917
G000415945	2040945
G000415965	3475501
G000415985	3594539
G000416005	3019909
G000416025	2529000
G000416045	2120805
G000416085	2982938
G000416315	4649842
G000416985	5126359
G000417585	1192107
G000417695	1213046
G000417845	1211664
G000418365	2751233
G000418515	3143369
G000419445	2944984
G000419485	627365
G000419525	5185674
G000419585	3399024
G000419685	3079036
G000420025	4470560
G000420045	2424065
G000420065	2022936
G000420085	6119470
G000420145	3049695
G000420205	2947823
G000420245	3979980
G000420265	3018426
G000420285	4274427
G000420305	3068208
G000420325	3947342
G000420345	1992636
G000420365	1358385
G000420385	1749386
G000420405	2270293
G000420425	2338426
G000420445	1920341
G000420465	3391683
G000420485	3701832
G000420505	1847146
G000420525	2612795
G000420545	3091755
G000420585	2885106
G000420605	2183019
G000420625	3690548
G000420645	4515285
G000420665	3400379
G000420705	6008309
G000420725	3139679
G000420745	3430274
G000420765	2613739
G000420805	2775456
G000420825	3711555
G000420845	4218197
G000420905	4316529
G000420945	3947728
G000421005	3040979
G000421045	3222863
G000421065	6136933
G000421105	2971658
G000421145	4802534
G000421165	3830061
G000421185	3852644
G000421225	4174923
G000421245	3396505
G000421265	4746254
G000421285	5118755
G000421325	1995180
G000421345	3309485
G000421405	4000398
G000421445	5104726
G000421465	3509607
G000421485	1653625
G000421525	2990149
G000421545	3730505
G000421565	4303916
G000421585	2302285
G000421605	1787382
G000421625	2263010
G000421665	2242440
G000421745	2591866
G000421765	3022325
G000421825	3693075
G000421885	3324316
G000421965	4400934
G000422085	5282719
G000422165	2225962
G000422205	3912295
G000422245	3202328
G000422265	2982326
G000422285	4667344
G000422305	3416011
G000422325	2836070
G000422345	3435542
G000422365	2966206
G000422385	2809959
G000422405	3115873
G000422425	5325321
G000422445	5027965
G000422465	6968425
G000422485	5714182
G000422505	6760575
G000422525	3401714
G000422565	3419064
G000422585	4254862
G000422625	3009872
G000422645	4296027
G000422665	3885737
G000422685	3441043
G000422705	4002854
G000422725	4638566
G000422745	3017924
G000422765	4391552
G000422785	4157019
G000422805	4856512
G000422825	4060447
G000422845	4505834
G000422865	3709807
G000422885	7048723
G000422905	8329305
G000422925	4332940
G000422945	3445768
G000422965	5230452
G000422985	2954426
G000423005	4430943
G000423025	3330647
G000423045	3269398
G000423085	4117723
G000423105	2707549
G000423125	4258722
G000423145	1573767
G000423165	2624474
G000423185	7413714
G000423205	3038127
G000423225	4839203
G000423245	1385752
G000423265	1720753
G000423305	3764213
G000423325	2722122
G000423345	4502291
G000423365	3539530
G000423385	2157372
G000423405	3205558
G000423425	2747076
G000423445	2938072
G000423465	3623963
G000423485	2035623
G000423505	2223047
G000423525	2411055
G000423565	7600634
G000423585	3764506
G000423605	4743148
G000423625	5056835
G000423645	3554982
G000423665	9313965
G000423705	4623171
G000423725	2121372
G000423745	2103464
G000423765	2290936
G000423785	2081554
G000423805	5084548
G000423825	2958498
G000423845	1729593
G000423865	1871474
G000423885	3151451
G000423905	2165150
G000423925	4705279
G000424025	3561289
G000424105	2871860
G000424145	5126371
G000424165	4147770
G000424185	2908381
G000424205	3542160
G000424265	4254596
G000424365	4092878
G000424385	4588273
G000424425	4315442
G000424445	3790484
G000424465	3372542
G000424485	4276742
G000424525	3795729
G000424545	3871453
G000424585	3813073
G000424605	3249285
G000424625	5695417
G000424665	3544726
G000424785	7720660
G000424825	6788521
G000424845	5311812
G000424965	6582155
G000424985	4480165
G000425005	2335946
G000425065	8385432
G000425105	2677837
G000425125	5247653
G000425145	4021020
G000425165	4690166
G000425185	4620652
G000425205	3670551
G000425225	4276966
G000425265	4092653
G000425285	3028354
G000425305	3976448
G000425345	4351767
G000425365	3834117
G000425385	6110349
G000425405	4930960
G000425465	3192093
G000425505	3631041
G000425525	4094708
G000425545	3318653
G000425565	2220236
G000425585	4686152
G000425625	5017423
G000425645	3089149
G000425685	3379129
G000425705	3845569
G000425725	2876467
G000425825	2109822
G000425845	2345682
G000425865	2134509
G000425885	3134829
G000425905	1542852
G000425945	6640086
G000426005	3223982
G000426045	4829548
G000426085	5377210
G000426125	4904121
G000426225	4469042
G000426285	6679728
G000426305	3263520
G000426325	5932917
G000426365	3159341
G000426385	3995323
G000426445	4094970
G000426465	4118409
G000426485	4377988
G000426505	4626718
G000426525	4854484
G000426545	6326414
G000426565	2668851
G000426585	3128717
G000426605	3043901
G000426625	3539325
G000426645	5820860
G000426665	2350599
G000426685	4460203
G000426705	3949848
G000426725	6344326
G000426745	1870913
G000426765	3823881
G000426805	5268281
G000426825	2954967
G000426885	2602231
G000426925	4405846
G000427095	3437861
G000427295	6291928
G000427335	4337031
G000427365	2880076
G000427385	5022295
G000427405	6221030
G000427425	2499862
G000427445	4103433
G000427565	2441992
G000427625	5029135
G000427645	3920299
G000427665	5698370
G000427685	3797935
G000427785	6111684
G000427805	5668731
G000427825	4526423
G000427865	2917684
G000427885	5735294
G000427905	4196086
G000427965	5053571
G000428045	4588530
G000428065	4185101
G000428125	3633399
G000428145	3968450
G000428165	1139064
G000428305	2724834
G000428345	946132
G000428465	5586102
G000428525	3208823
G000428565	6677094
G000428585	5798664
G000428685	3171092
G000428705	1807123
G000428745	2203313
G000428765	2579573
G000428785	2118625
G000428805	2910197
G000428825	3782107
G000428845	6287614
G000428865	1869643
G000428885	3289813
G000428905	4363047
G000428925	2862294
G000428945	9478888
G000428985	4380400
G000429005	3709060
G000429025	9537556
G000429045	5245321
G000429065	2647044
G000429085	7070406
G000429105	2294128
G000429125	4042904
G000429145	3783840
G000429165	4270516
G000429205	2130987
G000429225	3531393
G000429265	3420019
G000429305	5767550
G000429325	4705742
G000429345	3060447
G000429365	4728486
G000429405	4431678
G000429425	4152949
G000429445	5783376
G000429465	4712065
G000429485	4878345
G000429525	3272318
G000429545	4989751
G000429565	3670548
G000429585	2267201
G000429605	3341181
G000429625	6512377
G000429645	5455784
G000429665	4025691
G000429685	4418137
G000429705	4023079
G000429725	3519702
G000429765	4523636
G000429785	3425989
G000429825	5051029
G000429845	4634066
G000429865	3713661
G000429885	2617709
G000429905	6469960
G000429925	4481975
G000429945	5800571
G000429965	4796810
G000429985	3909169
G000430005	3359127
G000430025	2880663
G000430045	4688964
G000430485	2176573
G000430505	4030713
G000430525	2800206
G000430545	4124462
G000430585	3310509
G000430605	3338457
G000430625	4247673
G000430645	6245252
G000430665	4903219
G000430685	3242009
G000430705	4585800
G000430725	8786776
G000430745	4171218
G000430765	5052265
G000430785	5411691
G000430805	3685547
G000430825	4214564
G000430845	4439376
G000430865	4144558
G000430885	3471050
G000430905	1706782
G000430995	2644756
G000431015	2391969
G000431035	2127882
G000431075	1776436
G000431095	3359031
G000431115	1867907
G000431135	2637563
G000431175	5414560
G000431195	3485124
G000431295	2161582
G000431315	2196785
G000431355	3087525
G000431415	1900981
G000431435	2885751
G000431455	2501735
G000431495	2435306
G000431515	2462470
G000431535	2389330
G000431555	2195284
G000431575	1866939
G000431615	2757549
G000431655	2527326
G000431695	2653983
G000431775	2465124
G000431835	2254171
G000431855	2256374
G000431875	2830982
G000431895	2597868
G000431915	2618993
G000431935	2990058
G000431955	2818959
G000431995	2832137
G000432055	1953965
G000432075	1789369
G000432115	2363514
G000432175	2673786
G000432215	3203784
G000432275	1709120
G000432315	2529256
G000432395	2090320
G000432435	1882175
G000432475	2744059
G000432515	2702747
G000432575	1114050
G000432615	2777117
G000432655	1763820
G000432755	2855741
G000432875	2695531
G000432935	3477683
G000432975	1472989
G000433015	1456180
G000433035	1674156
G000433095	2001957
G000433115	1946302
G000433155	3078457
G000433175	2720906
G000433215	2412874
G000433235	2134390
G000433255	1201573
G000433275	1773580
G000433295	2799714
G000433355	2894688
G000433375	4768711
G000433415	2282282
G000433455	1408829
G000433475	1442272
G000433515	2511147
G000433575	4506006
G000433635	2245400
G000433735	2167364
G000433755	1177475
G000433875	1208442
G000433915	1261691
G000433935	3883274
G000433955	3616177
G000433975	1881083
G000433995	1489376
G000434055	2206392
G000434095	4457568
G000434115	2447989
G000434135	1723311
G000434155	2534735
G000434195	1264259
G000434255	2164906
G000434295	1926190
G000434355	1657704
G000434395	1480498
G000434435	1495863
G000434455	2870611
G000434475	2193414
G000434515	2544236
G000434535	1909369
G000434675	1490061
G000434715	1719996
G000434735	3366418
G000434775	1602574
G000434815	2045026
G000434835	1144379
G000434855	1977673
G000434915	2290615
G000434955	2785893
G000434975	2761587
G000435035	2029090
G000435055	1979254
G000435075	2634773
G000435155	1971402
G000435175	1456949
G000435275	1114344
G000435335	2111088
G000435355	2206304
G000435395	2550619
G000435455	2567117
G000435475	1931286
G000435495	1356933
G000435555	1591401
G000435575	2681921
G000435595	2915815
G000435615	2118260
G000435635	2369217
G000435655	2725104
G000435715	2066053
G000435735	3962892
G000435775	1776627
G000435795	2855675
G000435815	2195724
G000435955	4045508
G000435995	2752503
G000436035	2983014
G000436055	3111642
G000436075	1874265
G000436095	1820319
G000436135	3749602
G000436155	2146826
G000436195	1810591
G000436215	2114564
G000436255	1066900
G000436275	1973564
G000436295	2371281
G000436395	2721828
G000436415	2090037
G000436435	5342916
G000436455	4493879
G000436475	2618909
G000436535	2833000
G000436595	2952552
G000436615	2898194
G000436635	2836067
G000436675	2560046
G000436695	3149457
G000436775	1974118
G000436795	2907319
G000436835	1873859
G000436855	3530863
G000436895	3652220
G000436915	3095055
G000436935	2691512
G000436995	2607950
G000437015	2443329
G000437055	1729973
G000437075	3024253
G000437175	2474598
G000437235	1585498
G000437255	2208345
G000437335	1401601
G000437375	1781447
G000437395	1639723
G000437435	1952918
G000437495	2409897
G000437535	2448136
G000437575	1844680
G000437615	2025104
G000437635	1829798
G000437655	1979971
G000437675	2624448
G000437715	2018079
G000437815	2044712
G000437835	1633002
G000437915	1508874
G000437975	1900418
G000437995	5384454
G000438015	2443106
G000438035	3839656
G000438095	3015377
G000438215	3943649
G000438275	2669690
G000438295	1300573
G000438335	1245617
G000438395	3320774
G000438415	1079645
G000438435	2198385
G000438455	1509734
G000438965	628184
G000439065	2564533
G000439085	4219992
G000439105	4020458
G000439435	1086278
G000440115	2230110
G000441555	464857
G000442255	5689389
G000442275	3682761
G000442315	3163144
G000442645	2833547
G000442905	2869246
G000443165	4145786
G000443975	2408837
G000443995	3233679
G000444055	4063548
G000444545	2178597
G000444565	1938544
G000444605	1953029
G000444645	1498510
G000444685	1369811
G000444705	1413419
G000444875	8377286
G000444995	4873118
G000445105	5360246
G000445125	4857928
G000445145	4848286
G000445205	1895942
G000445425	937966
G000445445	5383666
G000445475	2302023
G000446015	1750259
G000447205	4754053
G000447225	1989604
G000447295	7167426
G000447315	4776227
G000447675	2889325
G000447755	3650096
G000447775	3000969
G000447795	3450786
G000447865	2880902
G000450985	4323423
G000452245	3604168
G000454045	6371421
G000454065	4433503
G000454725	1146066
G000455165	6137283
G000455225	2737487
G000455245	2672431
G000455265	5584690
G000455325	6908835
G000455345	3906364
G000455365	3776554
G000455385	7029683
G000455445	3217068
G000455485	5546433
G000455525	4211496
G000455605	2993089
G000455825	3996920
G000463075	3414633
G000463155	4236729
G000463345	4944787
G000463355	1996214
G000463505	2233640
G000463525	3815107
G000463665	2128234
G000463895	752653
G000464455	2804628
G000464595	1435490
G000465555	4764584
G000466165	2366015
G000466245	3327711
G000466385	5313859
G000466425	2724306
G000466465	6640751
G000466565	3573774
G000466585	4767532
G000466805	1759880
G000466825	2328061
G000466945	4291514
G000466965	3896245
G000466985	2979231
G000467065	6378970
G000467125	4745539
G000467935	2088253
G000468015	3096487
G000468055	2340885
G000468115	2826695
G000468475	10308866
G000468495	3796022
G000468535	1499757
G000468615	4635105
G000468755	2724935
G000468815	1717627
G000468855	1801377
G000469135	3726330
G000469155	1957724
G000469305	1946426
G000469325	3271684
G000469345	3447136
G000469445	3594235
G000469465	1604508
G000469485	4226099
G000469545	2313357
G000469585	2825161
G000469625	4677668
G000469665	1334837
G000470655	3146160
G000470765	1104552
G000470775	2686418
G000470805	1106534
G000470825	1106409
G000471025	1067202
G000471045	3000939
G000471625	3216409
G000471645	1998543
G000471965	626626
G000472185	3098747
G000472265	1815647
G000472285	4402753
G000472345	2931998
G000472385	8613869
G000472425	8496279
G000472485	4952578
G000472505	3401613
G000472605	1395018
G000472665	4050072
G000472805	3600571
G000472865	9902361
G000472905	3398558
G000473085	5817514
G000473125	9826880
G000473145	4642596
G000473205	5049234
G000473225	4948550
G000473245	4884713
G000473305	2657245
G000473365	5168091
G000473765	5137147
G000473865	2700546
G000473895	4153658
G000473995	5107814
G000474235	2628974
G000474615	3019931
G000474745	2591328
G000474945	4186503
G000475255	3559739
G000475335	3440295
G000475415	3668536
G000477435	2991840
G000477555	2775399
G000477935	2313371
G000477955	2317860
G000478195	6867625
G000478445	1506545
G000478585	2725706
G000478645	1759976
G000478685	1015921
G000478785	3288779
G000478825	3738889
G000478845	1877407
G000478885	2862526
G000478905	1151074
G000478965	2214431
G000478985	1925975
G000479045	3068248
G000480315	3321549
G000480335	4369029
G000482245	8064168
G000482325	5605968
G000482385	5304668
G000482465	7555966
G000482485	4238191
G000482545	4660196
G000482605	3466234
G000482705	5048579
G000482725	4745897
G000482745	3553960
G000482785	5185168
G000482805	2767614
G000482845	3804739
G000482865	7278759
G000483025	2758640
G000483125	1657369
G000483165	924993
G000483485	2443034
G000484505	4352205
G000484535	4724791
G000484595	3479654
G000484635	3681020
G000484715	1057534
G000484935	928936
G000484975	1043508
G000485155	926329
G000485475	1158414
G000485495	1154578
G000485775	4000934
G000485815	3180043
G000485905	1926631
G000487995	2332248
G000488195	4551346
G000488215	2668938
G000488255	3211639
G000488275	3148512
G000488855	1544525
G000492175	3704572
G000493225	5172050
G000493735	2497115
G000493885	1079683
G000493945	2874403
G000493965	2913626
G000494005	1095584
G000494205	1408179
G000494225	2317901
G000494245	1536863
G000494755	9376071
G000495255	611462
G000495435	3988233
G000495475	3675087
G000495495	1198622
G000495505	1775480
G000495535	1196760
G000495575	6364400
G000495615	6747581
G000495675	1548506
G000495695	1426691
G000495715	1430817
G000495735	1476663
G000495815	4700027
G000495855	4157429
G000495935	4369828
G000496075	4300776
G000496135	1660504
G000496175	2890468
G000496195	2389822
G000496215	2392686
G000496235	2876249
G000496435	2011311
G000496475	2859706
G000496595	1195201
G000496735	4136943
G000496835	3935133
G000496855	3985996
G000497205	3977051
G000497245	3590176
G000497405	5961647
G000497425	8726876
G000497445	9782257
G000497755	4143240
G000497815	1252377
G000498295	1829043
G000498355	3113901
G000498475	3113956
G000498495	3387090
G000498575	5454863
G000498655	2163236
G000498955	3279100
G000499365	1407418
G000499525	3735762
G000499765	2029766
G000499785	5025334
G000500045	1784977
G000500065	1783846
G000500935	1160554
G000500975	1006227
G000501015	1165454
G000501155	1029570
G000501215	1127042
G000501235	1242323
G000501275	1106750
G000501595	1205961
G000501615	1177016
G000501675	1191129
G000501695	1204557
G000501735	1238446
G000501755	1055994
G000501875	947395
G000501895	1094278
G000501915	1107439
G000502095	1035574
G000503775	5545940
G000503835	878109
G000503895	3653837
G000503915	845464
G000504125	3351060
G000504145	5443019
G000504165	5569389
G000504185	5232338
G000504205	3151883
G000504225	1395997
G000504245	5551297
G000504285	9918887
G000504425	4068467
G000505545	3548922
G000505665	2520064
G000505725	1858987
G000506865	2504912
G000507245	3782798
G000507845	2369528
G000507865	1932823
G000508005	1105101
G000508025	1106034
G000508065	1105640
G000508085	3219312
G000508165	3833369
G000508185	4776810
G000508225	1196717
G000508325	5283728
G000508405	2592265
G000508625	2280313
G000508745	1490671
G000508965	3357599
G000509225	3824226
G000509365	2155647
G000509405	3225035
G000509875	1412401
G000510265	1518636
G000510425	1829558
G000510645	3657623
G000510805	2459805
G000511135	8538433
G000511175	3246830
G000511305	5590512
G000511355	4650996
G000511385	4540155
G000511405	4056006
G000511655	3066842
G000511775	3379354
G000511875	2605026
G000511935	3787699
G000511955	3216692
G000512205	6580298
G000512235	3759482
G000512295	1282634
G000512355	2773209
G000512675	1039565
G000512735	1521037
G000512895	2943336
G000512915	3076856
G000512955	1896413
G000513095	4530938
G000513115	4538064
G000513135	4740369
G000513215	5113802
G000513275	6257966
G000513295	4365796
G000513315	2221920
G000513475	1118422
G000513715	3406510
G000513735	3332225
G000513775	3250767
G000513855	1307099
G000513955	3346704
G000513975	4294957
G000515115	4681465
G000515235	2645910
G000515255	4176524
G000515275	3033021
G000515315	3715967
G000515335	4772825
G000515395	5585780
G000516515	4890986
G000516535	2281162
G000516555	5085524
G000516655	1231521
G000517025	2884521
G000517065	4122270
G000517085	5982061
G000517105	8079181
G000517385	4364535
G000517425	5159425
G000517445	1957742
G000517545	5365278
G000517565	1819992
G000517605	6903379
G000517625	4131176
G000518105	1787929
G000518185	1492589
G000518205	2067037
G000518225	1435066
G000518245	3420763
G000518265	9353665
G000518285	1103092
G000518305	922439
G000518365	6646877
G000518485	3343709
G000518585	5163333
G000518665	4029781
G000518685	2579248
G000518705	4575622
G000518745	2746431
G000518765	3587803
G000518785	4976687
G000518805	4971480
G000518865	5335054
G000518985	4700340
G000519005	4754646
G000519045	3627226
G000519065	3631350
G000519105	4717857
G000519125	3627185
G000519165	2573247
G000519205	8777509
G000519265	3761451
G000519325	5521807
G000519345	4765806
G000520015	5488183
G000520495	4266129
G000520515	3436756
G000520555	3544125
G000520595	4325474
G000520615	4638882
G000520635	5360914
G000520755	5401554
G000520775	5999202
G000520795	5971696
G000520815	5617999
G000520955	5262767
G000520995	6056208
G000521175	5851275
G000521465	3907117
G000521485	3651580
G000521505	4764126
G000521565	651316
G000521765	2443169
G000521785	4492810
G000521805	3342098
G000521865	4898228
G000522425	9695168
G000522445	9947785
G000522465	2201349
G000522985	7479215
G000523235	8348532
G000523275	1641000
G000523535	1640950
G000524335	2153240
G000524475	4709534
G000524575	1881193
G000525635	9874926
G000525655	2719616
G000525675	3006992
G000525775	1806210
G000525795	2601148
G000525875	2794388
G000525915	2372850
G000525955	3374439
G000525975	3216749
G000526155	4236551
G000526175	5472264
G000526195	1742311
G000526215	8787999
G000526235	1453539
G000526255	2465519
G000526275	4310573
G000526315	4382767
G000526375	3223212
G000526395	2105968
G000526415	4475263
G000526435	2725044
G000526455	4844648
G000526495	4469680
G000526515	4495232
G000526595	4252182
G000526635	4234633
G000526655	3921738
G000526675	1666387
G000526695	2726123
G000526715	2452457
G000526735	3724077
G000526855	1022566
G000526915	4936071
G000527015	5460379
G000527075	4941689
G000527095	4384919
G000527135	4306529
G000527155	3535419
G000527695	2332652
G000531125	4611646
G000550765	3905082
G000550785	3132213
G000550805	2931780
G000559025	4295921
G000559045	3820158
G000559085	6297623
G000564855	7529476
G000564995	1557083
G000565015	2040170
G000565075	1604536
G000565175	1175131
G000565195	1132608
G000565215	1075953
G000565255	1798894
G000565325	3352016
G000565345	3379634
G000566685	5313422
G000567965	2975051
G000568255	11646492
G000568405	4572425
G000568555	5542402
G000568675	1394607
G000568715	1767001
G000568735	1053291
G000568755	1730484
G000568775	1377933
G000568795	1319405
G000568815	3175729
G000576045	3529595
G000576125	2178998
G000576165	2147181
G000576305	4961801
G000576405	2733013
G000576425	4188165
G000576555	5252070
G000576575	4804251
G000576595	4636528
G000576635	7868338
G000577555	2472125
G000582705	3252254
G000582785	3874680
G000583135	3460162
G000583655	2844682
G000583675	5649521
G000583695	3449704
G000583775	1872235
G000583875	1048269
G000585155	2496885
G000585195	2260089
G000585215	4766665
G000585235	4027646
G000585255	2328046
G000585335	3488464
G000585355	3287991
G000585375	9195993
G000585395	6075237
G000585415	2548011
G000585495	1976356
G000585625	4774593
G000586015	1658709
G000586555	3633869
G000590475	4731359
G000590555	2031902
G000590865	1233514
G000590885	4640069
G000590925	3555109
G000591035	1595994
G000591055	2912573
G000591415	4049952
G000597725	2656384
G000597805	1673184
G000597865	3055036
G000598065	3004450
G000598465	5430750
G000598965	5062782
G000599385	5225713
G000599865	3807137
G000599885	4091152
G000599945	4906446
G000599985	3139412
G000600005	2527978
G000600335	4921837
G000600975	3188840
G000601455	2892465
G000601485	11577721
G000603945	3987077
G000607205	1403817
G000607225	1406538
G000607245	1390379
G000611675	3652806
G000612055	2338390
G000612125	5513716
G000612185	5464196
G000612225	7650246
G000612445	2454642
G000612485	3699674
G000612605	4548084
G000612625	4762944
G000612665	4566707
G000612685	3952818
G000612805	4068163
G000612825	7966608
G000612845	4433668
G000612865	3675175
G000613065	5488377
G000613185	6462090
G000613245	5938932
G000613285	3041080
G000613345	2797134
G000613505	3077999
G000613785	2827758
G000613805	3430348
G000613845	3147416
G000613925	2949807
G000614025	3002170
G000614065	2546609
G000614105	2426740
G000614145	4782583
G000614205	2975513
G000614355	2356153
G000614585	2054250
G000614975	4424648
G000615365	1908197
G000615445	1826493
G000615765	2242681
G000615805	2107444
G000615845	1667319
G000615905	2678542
G000615945	4534596
G000615975	4516452
G000616095	3629390
G000617865	3690031
G000617925	3248999
G000619785	3054842
G000619805	1610181
G000619845	3299408
G000619885	3653918
G000619905	3210113
G000619925	2869490
G000619945	4753597
G000619965	2731626
G000619985	3552503
G000620025	2972948
G000620045	3464094
G000620065	3034817
G000620085	5177835
G000620105	4039307
G000620125	3250627
G000620145	3711979
G000620165	3363999
G000620185	5093035
G000620225	6632341
G000620305	4361351
G000620425	5134977
G000620485	5018507
G000620565	7371174
G000620605	3405955
G000620625	7485871
G000620645	4560838
G000620665	2785891
G000620685	6067264
G000620705	4684622
G000620725	6679185
G000620765	3242094
G000620785	9931328
G000620885	2916187
G000620905	2964160
G000620925	2146492
G000620945	2415478
G000620965	1619052
G000620985	2503118
G000621005	1871412
G000621025	1922095
G000621125	4853010
G000621145	3961953
G000621165	5503346
G000621185	4710926
G000621325	3718676
G000621405	2944241
G000621425	3476318
G000621445	5002403
G000621465	3880043
G000621485	4024838
G000621505	6132222
G000621525	2656591
G000621545	2682728
G000621565	3718842
G000621605	4362523
G000621625	4622888
G000621665	4133860
G000621705	5151245
G000621725	3492520
G000621765	3248062
G000621805	2404446
G000621865	3086437
G000621905	3373099
G000621925	2036146
G000621965	2041814
G000621985	3418360
G000622005	2780749
G000622025	3554992
G000622045	2033981
G000622085	3927843
G000622125	2042026
G000622145	4428895
G000622185	2913095
G000622245	2103008
G000622325	4229467
G000622345	4131080
